timestamp,model_path,psnr,ssim,lpips,fps,sh_degree,source_path,images,resolution,white_background,data_device,eval,convert_SHs_python,compute_cov3D_python,debug,iteration,save_images,quiet,_source_path,_model_path,_images,_resolution,_white_background,iterations,position_lr_init,position_lr_final,position_lr_delay_mult,position_lr_max_steps,refl_lr,feature_lr,opacity_lr,scaling_lr,rotation_lr,envmap_cubemap_lr,num_env_clusters,local_env_from_iter,percent_dense,refl_init_value,lambda_dssim,lambda_refl_smooth,densification_interval,opacity_reset_interval,densify_from_iter,densify_until_iter,densify_grad_threshold,prune_opacity_threshold,init_until_iter,feature_rest_from_iter,normal_prop_until_iter,opac_lr0_interval,densification_interval_when_prop,longer_prop_iter,use_env_scope,env_scope_center,env_scope_radius,dist_rot_REFL_MSK_THR,dist_rot_DIST_RANGE,dist_color_REFL_MSK_THR,dist_color_DIST_RANGE,dist_color_ENLARGE_SCALE,enlarge_refl_scales_REFL_MSK_THR,enlarge_refl_scales_ENLARGE_SCALE,enlarge_refl_scales_strategy2_REFL_MSK_THR,enlarge_refl_scales_strategy2_ENLARGE_SCALE,reset_opacity0_REFL_MSK_THR,reset_opacity0_RESET_V,reset_opacity1_REFL_MSK_THR,reset_opacity1_RESET_V,reset_opacity1_strategy2_REFL_MSK_THR,reset_opacity1_strategy2_RESET_B
2026-04-14 20:03:28,output/my_30k_run_bottom,27.90144066810608,0.9512522405385971,0.04935710316523909,157.32248584519076,0,/home/akshat/Shared/Sampath/3DGS-DR/data/refnerf/materials,images,-1,True,cuda,True,False,False,False,-1,False,False,"""""","""""","""images""",-1,False,30000,0.00016,0.0000016,0.01,30000,0.01,0.0025,0.05,0.005,0.05,0.05,12,16000,0.01,0.3,0.5,2,100,3000,500,30000,0.0002,0.005,3000,22000,24000,100,500,0,False,"[0.,0.,0.]",0.0,0.2,1,0.5,1,1.5,0.09,1.5,0.02,1.36,0.1,0.01,0.1,0.9,0.1,1.5
2026-04-14 20:53:58,output/my_30k_run_bottom_base,26.974063215255736,0.9394792750477791,0.061027740500867365,324.6078906350369,0,/home/akshat/Shared/Sampath/3DGS-DR/data/refnerf/materials,images,-1,True,cuda,True,False,False,False,-1,False,False,"""""","""""","""images""",-1,False,30000,0.00016,0.0000016,0.01,30000,0.01,0.0025,0.05,0.005,0.05,0.05,12,16000,0.01,0.3,0.5,2,100,3000,500,30000,0.0002,0.005,3000,22000,24000,100,500,0,False,"[0.,0.,0.]",0.0,0.2,1,0.5,1,1.5,0.09,1.5,0.02,1.36,0.1,0.01,0.1,0.9,0.1,1.5
2026-04-14 21:28:10,output/my_30k_run_bottom_base_sh3,28.590553712844848,0.9526331895589828,0.0487518969271332,268.14088714701575,3,/home/akshat/Shared/Sampath/3DGS-DR/data/refnerf/materials,images,-1,True,cuda,True,False,False,False,-1,False,False,"""""","""""","""images""",-1,False,30000,0.00016,0.0000016,0.01,30000,0.01,0.0025,0.05,0.005,0.05,0.05,12,16000,0.01,0.3,0.5,2,100,3000,500,30000,0.0002,0.005,3000,10000,24000,100,500,0,False,"[0.,0.,0.]",0.0,0.2,1,0.5,1,1.5,0.09,1.5,0.02,1.36,0.1,0.01,0.1,0.9,0.1,1.5
2026-04-14 22:05:11,output/my_30k_run_bottom_sh3,29.202468605041503,0.9593781149387359,0.04242270319722593,161.8088564060128,3,/home/akshat/Shared/Sampath/3DGS-DR/data/refnerf/materials,images,-1,True,cuda,True,False,False,False,-1,False,False,"""""","""""","""images""",-1,False,30000,0.00016,0.0000016,0.01,30000,0.01,0.0025,0.05,0.005,0.05,0.05,12,16000,0.01,0.3,0.5,2,100,3000,500,30000,0.0002,0.005,3000,10000,24000,100,500,0,False,"[0.,0.,0.]",0.0,0.2,1,0.5,1,1.5,0.09,1.5,0.02,1.36,0.1,0.01,0.1,0.9,0.1,1.5
